episode,worker_id,env_idx,reward,success,timeout,collisions,steps,eps,salp0_reward,salp1_reward,salp2_reward,salp3_reward,salp4_reward,salp0_collisions,salp1_collisions,salp2_collisions,salp3_collisions,salp4_collisions,salp0_wall_hits,salp1_wall_hits,salp2_wall_hits,salp3_wall_hits,salp4_wall_hits
3227,4,1,-399.235779625491,0,1,0,700,0.05,-399.0699331807103,0,0,-399.2193795021554,0,0,-399.254644801402,0,0,-399.38969974570193,0,0,-399.24524089748655,0,0
3228,1,1,-468.1140206063771,0,1,0,700,0.05,-398.9749164489561,0,0,-423.25506684770636,0,8,-399.18587969658637,0,0,-462.11089399572,0,21,-657.0433460429186,17,1
3229,1,0,-420.63587620357475,0,1,0,700,0.05,-399.4830324443584,0,0,-399.83738502368374,0,0,-489.7707297106639,6,0,-414.6678052135753,1,0,-399.4204286255925,0,0
3230,2,1,-399.4965393532297,0,1,0,700,0.05,-398.92379638677596,0,0,-399.0618006182494,0,0,-399.4018145849394,0,0,-399.98867823502275,0,0,-400.1066069411607,0,0
3231,6,0,-445.3156362358369,0,1,0,700,0.05,-399.81672905685645,0,0,-450.80380337931376,3,2,-480.7602817753983,4,7,-480.65412178220083,0,27,-414.5432451854162,0,5
3232,5,1,-398.83010086153047,0,1,0,700,0.05,-398.36519699443477,0,0,-398.94602766681993,0,0,-398.93731428170355,0,0,-398.854558079342,0,0,-399.0474072853539,0,0
3233,3,1,-399.4341804293429,0,1,0,700,0.05,-399.3475063138625,0,0,-399.39331103554815,0,0,-399.43556389481955,0,0,-399.4989727091521,0,0,-399.49554819333105,0,0
3234,6,1,-471.13469446569803,0,1,0,700,0.05,-428.8425640234534,2,0,-458.88083416318,4,0,-653.9458838424156,17,0,-399.45371535914177,0,0,-414.55047494030094,0,5
3235,7,1,-405.48077208653626,0,1,0,700,0.05,-399.5554617816149,0,0,-408.78989904435144,0,3,-405.5152989234048,0,2,-399.3840023667348,0,0,-414.15919831657595,0,5
3236,4,0,-402.7507438105697,0,1,0,700,0.05,-399.39174057035694,0,0,-399.4765567687032,0,0,-399.90874311871397,0,0,-399.7846347075137,0,0,-415.1920438875602,1,0
3237,2,0,-444.25070869325396,0,1,0,700,0.05,-398.94194231084924,0,0,-399.02955834093416,0,0,-489.04431793845185,6,0,-399.6132548691937,0,0,-534.6244700068403,9,0
3238,0,0,-438.1896515823577,0,1,0,700,0.05,-398.35272119019356,0,0,-578.8068994807043,12,0,-414.3265009920523,0,5,-399.47970059076,0,0,-399.98243565807525,0,0
3239,5,1,67.84129371788725,1,0,0,233,0.05,68.37540868158385,0,0,68.04406940285695,0,0,67.76208655574852,0,0,67.57851915780874,0,0,67.4463847914382,0,0
3240,0,1,-399.5540293237835,0,1,0,700,0.05,-399.45062048279675,0,0,-399.43677260073434,0,0,-399.59885537010973,0,0,-399.6804354365417,0,0,-399.60346272873693,0,0
3241,0,1,237.17950360978526,1,0,0,17,0.05,237.21338909432913,0,0,237.2159296584122,0,0,237.2046744882886,0,0,237.12086669398943,0,0,237.14265811390675,0,0
3242,3,0,-435.82576364694035,0,1,0,700,0.05,-413.95039205900184,0,5,-473.9766008226256,5,0,-473.9781629592839,5,0,-399.35876633714423,0,0,-417.8648960566465,0,6
3243,7,0,-405.21631018866066,0,1,0,700,0.05,-426.25930030803846,0,9,-399.6320026291239,0,0,-399.7040384396344,0,0,-400.1327296157454,0,0,-400.3534799507605,0,0
3244,5,0,-442.9779897401978,0,1,0,700,0.05,-398.91028841538025,0,0,-429.09036104015723,2,0,-534.4096055693371,9,0,-414.1386551499809,1,0,-438.34103852613566,2,3
3245,4,1,-399.4495572522163,0,1,0,700,0.05,-398.89034395946976,0,0,-399.23931694005546,0,0,-399.2550257431322,0,0,-399.86242871525616,0,0,-400.0006709031686,0,0
3246,1,1,-402.9465924142227,0,1,0,700,0.05,-417.25077712309553,0,6,-399.19769579426884,0,0,-399.1547209718762,0,0,-399.30972950866317,0,0,-399.8200386732111,0,0
3247,1,0,-475.70233128642013,0,1,0,700,0.05,-398.5892710103629,0,0,-398.8683303048732,0,0,-774.1402522081476,25,0,-398.8789103442309,0,0,-408.0348925644859,0,3
3248,2,1,-399.47565318539,0,1,0,700,0.05,-399.0894686050297,0,0,-399.3860670103518,0,0,-399.5552104939005,0,0,-399.58410019808684,0,0,-399.7634196195811,0,0
3249,6,0,-402.6866869073623,0,1,0,700,0.05,-398.9414024331284,0,0,-399.1453758810618,0,0,-399.11836648210664,0,0,-414.0252229277008,0,5,-402.20306681281335,0,1
3250,3,1,-399.5850294498166,0,1,0,700,0.05,-399.43697373642857,0,0,-399.48276081384535,0,0,-399.4077303306077,0,0,-399.5445089089976,0,0,-400.05317345920406,0,0
3251,6,1,-399.75023711201516,0,1,0,700,0.05,-399.12435425753864,0,0,-399.4281121614129,0,0,-399.586145302146,0,0,-400.00284710416145,0,0,-400.60972673481746,0,0
3252,7,1,-399.3795026510467,0,1,0,700,0.05,-399.1255655328301,0,0,-399.21677550955127,0,0,-399.2230435329636,0,0,-399.6198320269039,0,0,-399.71229665298574,0,0
3253,4,0,-400.0731183934247,0,1,0,700,0.05,-398.87812184290976,0,0,-399.4072359825051,0,0,-399.4047237363209,0,0,-399.82438197679807,0,0,-402.8511284285888,0,1
3254,2,0,-502.2657997931159,0,1,0,700,0.05,-398.8397234450287,0,0,-411.1300621773107,0,4,-483.11719477126246,0,28,-635.98804201377,15,4,-582.2539765582051,12,1
3255,0,0,-399.63637750970616,0,1,0,700,0.05,-399.3695352430806,0,0,-399.717243429987,0,0,-399.79911842679246,0,0,-399.7311858089334,0,0,-399.56480463973776,0,0
3256,5,1,-446.73014445564263,0,1,0,700,0.05,-398.53490722336375,0,0,-413.7921241329835,1,0,-623.5594050553575,15,0,-398.75179655138356,0,0,-399.01248931512123,0,0
3257,0,1,-399.3800832403742,0,1,0,700,0.05,-399.32869952572986,0,0,-399.34556043239365,0,0,-399.4884834313348,0,0,-399.40137055130026,0,0,-399.336302261111,0,0
3258,3,0,-404.5875614641533,0,1,0,700,0.05,-399.7568136481383,0,0,-399.7390359406735,0,0,-420.7488507444563,0,7,-399.8631558219725,0,0,-402.82995116552354,0,1
3259,7,0,-508.1190329171956,0,1,0,700,0.05,-657.1618993537245,11,31,-609.2769704319555,10,20,-444.66234222686677,3,0,-429.61115343340515,2,0,-399.8827991400239,0,0
3260,5,0,-404.2153425911957,0,1,0,700,0.05,-399.7457017941792,0,0,-399.50221111980227,0,0,-399.20136551710334,0,0,-423.41195061833537,0,8,-399.2154839065579,0,0
3261,4,1,-399.6825591948926,0,1,0,700,0.05,-399.1883309871338,0,0,-399.5904981583509,0,0,-399.66346919909773,0,0,-399.89333091368906,0,0,-400.0771667161905,0,0
3262,1,1,-477.4974309995213,0,1,0,700,0.05,-408.6692992934226,0,3,-672.6720351209922,0,91,-474.98285366028875,0,25,-400.4656433263173,0,0,-430.6973235965826,2,0
3263,3,0,121.79817491798937,1,0,0,134,0.05,131.0129996367417,1,0,41.12104307387068,7,0,145.6847639918934,0,0,145.66459999106803,0,0,145.50746789637316,0,0
3264,1,0,-566.1098930462123,0,1,0,700,0.05,-413.7759691373042,1,0,-810.0034324941781,17,52,-438.4710647657164,0,13,-753.4088496017781,0,118,-414.89014923208464,0,5
3265,2,1,-399.5548328136056,0,1,0,700,0.05,-399.2490968302199,0,0,-399.6515330217716,0,0,-399.5336361084905,0,0,-399.58009405161744,0,0,-399.7598040559283,0,0
3266,6,0,-473.86125692235663,0,1,0,700,0.05,-498.04036678550517,0,33,-399.55542194773165,0,0,-567.5119670916584,11,1,-399.64535228191914,0,0,-504.55317650497165,7,0
3267,3,1,-405.2391094221435,0,1,0,700,0.05,-399.71514570761576,0,0,-399.45950420934554,0,0,-417.0871583588217,0,6,-398.94269712673935,0,0,-410.99104170819277,0,4
3268,6,1,-412.81637514327923,0,1,0,700,0.05,-465.2828494027633,0,22,-399.26892951612405,0,0,-399.69854179051845,0,0,-399.6632998278399,0,0,-400.168255179149,0,0
3269,7,1,-442.424342209373,0,1,0,700,0.05,-405.6847303488483,0,2,-510.65946232379054,0,37,-496.0793181651866,0,32,-399.98048709552256,0,0,-399.7177131135152,0,0
3270,4,0,-399.4076996090881,0,1,0,700,0.05,-399.24981973729933,0,0,-399.249607421949,0,0,-399.2576515257081,0,0,-399.3430557904036,0,0,-399.9383635700793,0,0
3271,6,0,189.70204852306017,1,0,0,78,0.05,190.4958346799564,0,0,189.9613219084983,0,0,189.43026425412344,0,0,189.3445919675237,0,0,189.27822980519898,0,0
3272,2,0,-450.93856419554777,0,1,0,700,0.05,-399.43383325717264,0,0,-519.8486096289002,8,0,-400.3240705569029,0,0,-535.1599782090216,9,0,-399.9263293257427,0,0
3273,0,0,-402.29523116482164,0,1,0,700,0.05,-399.0687348299846,0,0,-399.3264915671367,0,0,-399.3022380015024,0,0,-414.3757133702037,1,0,-399.40297805528036,0,0
3274,5,1,-593.7254660590189,0,1,0,700,0.05,-456.79735351986926,0,19,-865.0097657226116,31,0,-535.057784631565,9,0,-615.9694523715541,0,72,-495.7929740494905,6,2
3275,0,1,-431.20781120669625,0,1,0,700,0.05,-399.1055527408968,0,0,-555.5069009693773,0,53,-399.4362191638269,0,0,-399.41289951437847,0,0,-402.5774836450015,0,1
3276,7,0,-476.53098905730417,0,1,0,700,0.05,-405.6533751922701,0,2,-465.95056385389023,0,22,-427.0673589495136,0,9,-459.7068217215142,4,0,-624.2768255693308,15,0
3277,5,0,-566.9726669392443,0,1,0,700,0.05,-705.7781914549653,4,82,-492.870310723493,2,21,-519.9614333996266,8,0,-520.3573117524531,8,0,-595.8960873656803,13,0
3278,4,1,-399.26702621471765,0,1,0,700,0.05,-398.892190722298,0,0,-399.0189373358866,0,0,-399.2999897137777,0,0,-399.29676021583043,0,0,-399.8272530857932,0,0
3279,1,1,-405.9125862436747,0,1,0,700,0.05,-411.80068579253407,0,4,-420.4570035608148,0,7,-399.12940650690405,0,0,-399.040896038415,0,0,-399.13493931970976,0,0
3280,3,0,-399.5704483843965,0,1,0,700,0.05,-399.52922775107913,0,0,-399.66938818524415,0,0,-399.524001615884,0,0,-399.64953208354325,0,0,-399.48009228623084,0,0
3281,1,0,-495.1799016220851,0,1,0,700,0.05,-399.69539289371585,0,0,-399.6912734305452,0,0,-843.743859119751,3,133,-399.64022493775286,0,0,-433.12875772865937,0,11
3282,2,1,-437.95066704876666,0,1,0,700,0.05,-399.74629935238715,0,0,-399.44481172051604,0,0,-408.61245448495356,0,3,-564.5918751978543,3,40,-417.35789448812193,0,6
3283,3,1,-399.49684492359523,0,1,0,700,0.05,-399.3383261606492,0,0,-399.37119210320753,0,0,-399.6689182811001,0,0,-399.5912672872435,0,0,-399.5145207857776,0,0
3284,6,1,-399.4511295873032,0,1,0,700,0.05,-399.3348781790741,0,0,-399.3324431335868,0,0,-399.6027265596501,0,0,-399.532711507833,0,0,-399.45288855637267,0,0
3285,7,1,-399.08573559248936,0,1,0,700,0.05,-399.2404369475882,0,0,-399.1153722322394,0,0,-399.06076034179705,0,0,-398.8343118406193,0,0,-399.1777966002046,0,0
3286,4,0,-414.81585461306304,0,1,0,700,0.05,-459.7601715753664,0,20,-414.7823004356289,0,5,-399.8675387339494,0,0,-399.8463831893317,0,0,-399.8228791310383,0,0
3287,6,0,-592.4778182533896,0,1,0,700,0.05,-399.1990479489121,0,0,-399.44483696328246,0,0,-1255.0610009566092,0,286,-508.08958632680265,0,37,-400.5946190713425,0,0
3288,7,1,176.03132135784801,1,0,0,76,0.05,116.05748151149056,5,0,191.0041169968057,0,0,191.09822191656463,0,0,190.81544556899945,0,0,191.1813407953798,0,0
3289,2,0,-399.32183186054766,0,1,0,700,0.05,-398.7624912454039,0,0,-399.13624939464887,0,0,-399.11951338029525,0,0,-399.64656166885084,0,0,-399.9443436135375,0,0
3290,0,0,-399.89117571279365,0,1,0,700,0.05,-399.4453568403516,0,0,-399.91511471841415,0,0,-399.91503268629305,0,0,-399.93136658464056,0,0,-400.24900773426873,0,0
3291,5,1,-418.65650585097626,0,1,0,700,0.05,-417.36105615853745,0,6,-477.56200573919637,0,26,-399.51528491135315,0,0,-399.4994088434853,0,0,-399.34477360230784,0,0
3292,0,1,-480.8296082743582,0,1,0,700,0.05,-456.78363210756623,0,19,-414.84650800503107,0,5,-399.8524497536086,0,0,-624.8400108598936,15,0,-507.82544064569373,0,36
3293,7,0,-399.52205523275376,0,1,0,700,0.05,-399.46475706717604,0,0,-399.3796801098788,0,0,-399.51496467670114,0,0,-399.71937748957356,0,0,-399.53149682044005,0,0
3294,5,0,-400.6708884438087,0,1,0,700,0.05,-402.56711506620684,0,1,-399.93182556088834,0,0,-400.28274361212283,0,0,-400.2845581261355,0,0,-400.2881998536891,0,0
3295,4,1,-398.79854917045225,0,1,0,700,0.05,-398.6224182416015,0,0,-398.6993708140231,0,0,-398.6942852720706,0,0,-398.7306161235338,0,0,-399.24605540103227,0,0
3296,1,1,-424.73620180424774,0,1,0,700,0.05,-399.38962181933454,0,0,-438.66515014758033,0,13,-399.6745316653679,0,0,-441.43473306239673,2,4,-444.51697232656016,3,0
3297,3,0,-399.17458532906033,0,1,0,700,0.05,-398.59346222911995,0,0,-398.953975114153,0,0,-399.0230992504931,0,0,-399.6391993020094,0,0,-399.6631907495246,0,0
3298,1,0,-459.2477619445996,0,1,0,700,0.05,-399.15528177445174,0,0,-429.15863242942686,2,0,-669.1596782826194,18,0,-399.2269705323336,0,0,-399.53824670416725,0,0
3299,2,1,-399.43570436902843,0,1,0,700,0.05,-399.20976328947484,0,0,-399.63444161121,0,0,-399.6159343906825,0,0,-399.4378543778156,0,0,-399.2805281759572,0,0
3300,2,1,207.3860901006191,1,0,0,55,0.05,207.59299873128728,0,0,207.58293381490185,0,0,207.1419152915363,0,0,207.23326218341393,0,0,207.37934048195606,0,0
3301,3,1,-607.8422497881573,0,1,0,700,0.05,-450.88653158947153,2,7,-402.65373769112955,0,1,-648.636960515815,16,3,-528.5058729427377,5,18,-1008.5281462016313,40,3
3302,6,1,-435.0275964816021,0,1,0,700,0.05,-399.3582207523592,0,0,-399.5752798639402,0,0,-414.53166060747776,0,5,-477.63929563768005,0,26,-484.03352554655527,0,28
3303,4,0,-406.469578179907,0,1,0,700,0.05,-437.8432808023018,0,13,-398.6122899028771,0,0,-398.83072695885306,0,0,-398.47516420383886,0,0,-398.58642903166196,0,0
3304,6,0,-399.0916279046359,0,1,0,700,0.05,-398.8043021572771,0,0,-398.6607714152555,0,0,-399.0507730536259,0,0,-399.41528652986,0,0,-399.5270063671633,0,0
3305,7,1,-399.68197013521774,0,1,0,700,0.05,-402.1923089165653,0,1,-399.2273437989969,0,0,-399.3186383256949,0,0,-399.0272566941664,0,0,-398.64430294066653,0,0
3306,2,0,-486.0687617979125,0,1,0,700,0.05,-533.8542124016802,9,0,-429.0547062655026,2,0,-503.89478624944735,7,0,-561.2226930684658,5,29,-402.31741100446857,0,1
3307,0,0,-450.0238065824521,0,1,0,700,0.05,-398.9675713266909,0,0,-399.0225582939538,0,0,-654.0073504455074,17,0,-399.0793909743999,0,0,-399.04216187170977,0,0
3308,5,1,-405.49785136860646,0,1,0,700,0.05,-399.57656640950756,0,0,-399.58839536254277,0,0,-414.54812014709796,1,0,-399.5071573990845,0,0,-414.2690175248015,1,0
3309,0,1,-460.48218524743794,0,1,0,700,0.05,-675.6559960719437,0,92,-399.5928270007961,0,0,-427.00269602939056,0,9,-400.0483528692744,0,0,-400.11105426578393,0,0
3310,7,0,-399.5790417373536,0,1,0,700,0.05,-399.3160478736216,0,0,-399.8325112912733,0,0,-399.74304043618,0,0,-399.5649087641451,0,0,-399.4387003215456,0,0
3311,5,0,-447.72227460609207,0,1,0,700,0.05,-473.8695338396585,5,0,-489.0392047704756,6,0,-399.04671919328683,0,0,-471.3819432732773,0,24,-405.27397195376045,0,2
3312,4,1,-444.3827022488907,0,1,0,700,0.05,-507.54933324304574,0,36,-399.39239344780674,0,0,-399.48506672476213,0,0,-510.39347954297625,0,37,-405.09323828586105,0,2
3313,1,1,-510.07879760754804,0,1,0,700,0.05,-623.1742089471298,15,0,-458.6257985177421,4,0,-399.2192685712203,0,0,-399.6572657835161,0,0,-669.7174462181287,18,0
3314,3,0,-405.2268792799558,0,1,0,700,0.05,-417.73873235130213,0,6,-408.87455658098366,0,3,-399.88346810120663,0,0,-399.8705366024824,0,0,-399.76710276380345,0,0
3315,1,0,-554.2983779934705,0,1,0,700,0.05,-803.5179890590447,27,0,-467.87225091673844,4,3,-473.9064099760066,5,0,-600.1054297911459,0,67,-426.08981022441924,0,9
3316,2,1,-446.0714142733773,0,1,0,700,0.05,-416.80459893122105,1,1,-426.0263561610944,0,9,-495.4906946994129,0,32,-429.5020932575835,0,10,-462.53332831757547,0,21
3317,3,1,-411.67774938386816,0,1,0,700,0.05,-431.6876612406434,0,11,-398.68230102077956,0,0,-399.15144319631725,0,0,-399.19419791527986,0,0,-429.6731435463204,2,0
3318,6,1,-400.4888741003294,0,1,0,700,0.05,-399.70275012767786,0,0,-399.71182552959493,0,0,-399.925667004865,0,0,-403.02295646416275,0,1,-400.08117137534845,0,0
3319,4,0,-437.47957864277265,0,1,0,700,0.05,-405.7240645011458,0,2,-399.51248331970856,0,0,-399.6889825283108,0,0,-420.729043949389,0,7,-561.7433189153089,0,55
3320,6,0,-403.0285604014253,0,1,0,700,0.05,-399.01883002529223,0,0,-417.5612940247925,0,6,-399.48719715566403,0,0,-399.34426358039053,0,0,-399.7312172209892,0,0
3321,7,1,-399.20663899778646,0,1,0,700,0.05,-399.26082215575616,0,0,-399.2722712391903,0,0,-399.0957321147506,0,0,-399.23873372111456,0,0,-399.16563575812006,0,0
3322,2,0,-438.9408663926034,0,1,0,700,0.05,-465.08213329696514,0,22,-399.32647055261,0,0,-399.29041161015624,0,0,-480.65028072194997,0,27,-450.355035781337,0,17
3323,0,0,-398.90381523394854,0,1,0,700,0.05,-398.9043263721867,0,0,-399.0369605457012,0,0,-398.83301940213795,0,0,-398.8318991028715,0,0,-398.9128707468464,0,0
3324,5,1,-456.9762221766906,0,1,0,700,0.05,-405.6922454808062,0,2,-664.1684931505978,0,88,-400.1080289526903,0,0,-415.0522338670988,1,0,-399.86010943226097,0,0
3325,0,1,-405.53912085687773,0,1,0,700,0.05,-411.832198606955,0,4,-399.70161994062295,0,0,-402.6035783796978,0,1,-414.3580071063539,1,0,-399.2002002507568,0,0
3326,0,1,231.71197974078098,1,0,0,24,0.05,231.64020371049827,0,0,231.64818338206706,0,0,231.67119033805253,0,0,231.65458051269164,0,0,231.94574076059527,0,0
3327,7,0,-403.31880014991134,0,1,0,700,0.05,-402.379861573943,0,1,-399.7285949336101,0,0,-399.71081168651466,0,0,-414.7506507086752,1,0,-400.02408184681394,0,0
3328,5,0,-431.0947979850902,0,1,0,700,0.05,-468.1339710094773,1,18,-399.2857400281434,0,0,-399.4557122149419,0,0,-444.22752337677133,3,0,-444.37104329612004,3,0
3329,4,1,-401.4749254811874,0,1,0,700,0.05,-408.7465088135085,0,3,-399.8118099926631,0,0,-399.5047336980086,0,0,-399.55767681719186,0,0,-399.7538980845656,0,0
3330,1,1,-420.50891706480905,0,1,0,700,0.05,-398.96441645593154,0,0,-483.2308206248951,0,28,-420.74337956054217,0,7,-399.7541323239396,0,0,-399.85183635873534,0,0
3331,3,0,-400.1703248375266,0,1,0,700,0.05,-399.5221899169431,0,0,-399.75277945470543,0,0,-399.54233351456423,0,0,-402.6587045523425,0,1,-399.37561674907784,0,0
3332,1,0,-434.57870644182003,0,1,0,700,0.05,-576.0716761643389,0,59,-399.1462088386509,0,0,-399.2050894666329,0,0,-399.27436057267136,0,0,-399.1961971668061,0,0
3333,2,1,-405.2992102719626,0,1,0,700,0.05,-399.03989576565107,0,0,-399.54735829618846,0,0,-400.010538302989,0,0,-400.334493482494,0,0,-427.5637655124908,0,9
3334,3,1,-441.990471323285,0,1,0,700,0.05,-462.1797397758386,2,11,-510.5722264423492,3,22,-429.492914643873,2,0,-408.4353985671655,0,3,-399.2720771871963,0,0
3335,6,1,-399.1452615694492,0,1,0,700,0.05,-398.51818325900166,0,0,-399.11593489708645,0,0,-399.2229687656024,0,0,-399.32283357756495,0,0,-399.5463873479895,0,0
3336,4,0,-519.3868926564711,0,1,0,700,0.05,-398.7744975681736,0,0,-399.01992276048935,0,0,-894.5391028238635,33,0,-414.5371396313538,1,0,-490.0638004984742,6,0
3337,6,0,-402.5081435153502,0,1,0,700,0.05,-413.67767245686775,1,0,-399.1932130063159,0,0,-399.74231710444815,0,0,-399.7097495932969,0,0,-400.2177654158232,0,0
3338,7,1,-402.4001165975357,0,1,0,700,0.05,-414.1199463357401,0,5,-399.11665314918696,0,0,-399.21952787114253,0,0,-399.7711088697723,0,0,-399.7733467618407,0,0
3339,2,0,-503.76553786107985,0,1,0,700,0.05,-459.75960195115704,0,20,-399.8566452582868,0,0,-433.12988500747105,0,11,-721.0725472609014,20,7,-505.00900982758304,7,0
3340,0,0,-443.70116429288794,0,1,0,700,0.05,-517.9201221739429,8,0,-500.48855978577956,2,24,-398.59073255231607,0,0,-399.12882240593314,0,0,-402.3775845464653,0,1
3341,5,1,-413.1070772533633,0,1,0,700,0.05,-438.68990500073414,0,13,-426.8716475538741,0,9,-400.007565175653,0,0,-399.99417425269286,0,0,-399.972094283863,0,0
3342,0,1,-398.5617986302038,0,1,0,700,0.05,-398.5722391915547,0,0,-398.53882065324376,0,0,-398.57668613269715,0,0,-398.581047968916,0,0,-398.5401992046093,0,0
3343,7,0,-467.30801018370045,0,1,0,700,0.05,-654.2440136600254,0,85,-423.33769902451945,0,8,-414.58314939438475,0,5,-399.7845071368032,0,0,-444.59068170276834,3,0
3344,5,0,-503.6203354728119,0,1,0,700,0.05,-399.6306783128164,0,0,-442.06438826599805,0,14,-726.8834690505605,0,109,-399.753151445111,0,0,-549.7699902895727,10,0
3345,4,1,-398.9594720260646,0,1,0,700,0.05,-398.6220470098461,0,0,-398.6010599255604,0,0,-399.05540892674367,0,0,-399.01066169862406,0,0,-399.50818256954904,0,0
3346,1,1,-399.63573184745894,0,1,0,700,0.05,-399.47801722971525,0,0,-399.48544449419234,0,0,-399.554615501998,0,0,-399.7406107559314,0,0,-399.91997125546,0,0
3347,3,0,-405.36169727885346,0,1,0,700,0.05,-399.20164656315865,0,0,-399.09090148658686,0,0,-399.4334730136698,0,0,-399.36147303495494,0,0,-429.7209922958982,2,0
3348,1,0,-416.5279265881989,0,1,0,700,0.05,-399.73907498338565,0,0,-399.86534661684067,0,0,-400.0226117582353,0,0,-399.7645039504432,0,0,-483.2480956320903,0,28
3349,3,1,-190.03652771056147,1,0,0,561,0.05,-189.88121623441845,0,0,-190.33163007609846,0,0,-190.17235309850838,0,0,-189.92074233406169,0,0,-189.87669680971965,0,0
3350,2,1,-432.12946499453847,0,1,0,700,0.05,-563.5656710730266,11,0,-398.9254447673801,0,0,-399.3078211120389,0,0,-399.379507922328,0,0,-399.46888009791735,0,0
3351,6,1,-402.50608231068037,0,1,0,700,0.05,-414.6934253772772,0,5,-399.4850083327092,0,0,-399.78239234984187,0,0,-399.4862628607586,0,0,-399.0833226328136,0,0
3352,4,0,-403.1801259011508,0,1,0,700,0.05,-399.157980306132,0,0,-417.29838296862926,0,6,-399.63284127934946,0,0,-399.7303726146946,0,0,-400.08105233694823,0,0
3353,6,0,-417.3281702534145,0,1,0,700,0.05,-399.1161490175663,0,0,-399.49972080416495,0,0,-399.3330324200322,0,0,-399.3379786141422,0,0,-489.35397041116806,6,0
3354,7,1,-399.5355425714746,0,1,0,700,0.05,-399.18203539157986,0,0,-399.30267092761966,0,0,-399.3299211174059,0,0,-399.79610332800416,0,0,-400.0669820927645,0,0
3355,2,0,-881.9662219643593,0,1,0,700,0.05,-398.39792495061175,0,0,-563.8153000393274,11,0,-2573.856109860711,145,0,-474.3806520478574,5,0,-399.38112292328685,0,0
